id,created_date,grabbed_date,tweet_age_hours,tweet_id,user_sn,tweet_text,n_retweets.x,n_favorites,created_day,dist_mean,dist_max,n_retweets.y,n_known_retweets,n_domestic,n_same_continent,n_other_continents,max_reach,per_domestic,per_same_continent,per_other_continent,unique_countries,tweeter_city,tweeter_country,tweeter_continent,geo_dist_group,global
4389,2019-11-09T08:15:28Z,2019-11-11T09:23:35Z,49.1352777777778,1193079644150362112,sportslawMELB,#sportslaw Salazar likely to appeal USADA #doping ban to CAS. Also did he breach his duty of care to Mary Cain? Best award I’ve read on a coach/manager’s dominant role over athletes &amp; need to punish abuses of it heavily was CAS 2014/A/3598 Bruyneel v USADA https://t.co/WzHmzx1N2a,3,0,2019-11-09,8484.014845262045,16968.02969052409,2,2,1,0,1,3,0.5,0,0.5,2,Melbourne,AUS,Oceania,Long distance,TRUE
4390,2019-11-09T08:00:46Z,2019-11-11T09:23:35Z,49.3802777777778,1193075944749064197,sportslawMELB,"#sportslaw Cain’s Abuse Allegations Against Salazar Cause More Upheaval in Track World - body shaming, duty of care, win at all costs https://t.co/WzHmzx1N2a",1,0,2019-11-09,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4391,2019-11-09T07:54:44Z,2019-11-11T09:23:35Z,49.4808333333333,1193074427082108928,sportslawMELB,"#sportslaw update on USNWT V US Soccer, equal pay litigation https://t.co/MIMi7xivtN",1,1,2019-11-09,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4392,2019-11-09T07:49:55Z,2019-11-11T09:23:35Z,49.5611111111111,1193073216912117760,sportslawMELB,#sportslaw #cycling Dr Richard Freeman accused of ‘scheme of deceit’ | Sport | The Times https://t.co/EmFJK8eBtb,2,0,2019-11-09,8606.58012227676,17213.16024455352,2,2,1,0,1,3,0.5,0,0.5,2,Melbourne,AUS,Oceania,Long distance,TRUE
4393,2019-11-09T07:47:01Z,2019-11-11T09:23:35Z,49.6094444444444,1193072487107416064,sportslawMELB,#sportslaw nice piece here by @KeithDugganIT on the beating heart of the gaa - the club: Heady days again for Borris-Ileigh and for Kelly https://t.co/43j0woQibZ,2,1,2019-11-09,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4394,2019-11-09T07:44:40Z,2019-11-11T09:23:35Z,49.6486111111111,1193071895492493312,sportslawMELB,"#sportslaw really good, in-depth piece by ⁦@emmetmalone⁩ The Whistleblower: The good, the bad and the ugly of refereeing schoolboy football https://t.co/M7CqLyGT62",1,0,2019-11-09,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4395,2019-11-09T07:41:30Z,2019-11-11T09:23:35Z,49.7013888888889,1193071096972509190,sportslawMELB,"#sportslaw great piece, well worth your time: Inside American Football’s Campaign to Save the Game - The New York Times https://t.co/850GqMusns",1,1,2019-11-09,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4399,2019-11-08T21:31:06Z,2019-11-11T09:23:35Z,59.8747222222222,1192917487290990595,wegot_game,"We got game at the @NBl last night 👊🏼

@MatJessep met up with client Kevin Martin to catch the @BrisbaneBullets take on the Kings.

After scoring 60 points in the first half, the Bullets fell to a fast finishing Kings team led by @NBA veteran Andrew Bogut.

#wegotgame 
#sportslaw https://t.co/Kvc7yoK1R2",1,7,2019-11-08,0,0,1,1,1,0,0,1,1,0,0,1,Sydney,AUS,Oceania,Short distance,FALSE
4412,2019-11-08T11:50:46Z,2019-11-11T09:23:35Z,69.5469444444444,1192771438777786370,nickharrison,This is one of an increasing number of reports of abuse and bullying in sport.  I presented on the issue of #vicariousliability in sport @SportAndEU conference last year.  I can see an update seminar coming on. #sport #sportslaw #personalinjury https://t.co/PCD0IqlPif,3,7,2019-11-08,262.16433743995213,262.16433743995213,2,2,2,0,0,1,1,0,0,1,Manchester,GBR,Europe,Short distance,FALSE
4413,2019-11-08T11:29:43Z,2019-11-11T09:23:35Z,69.8977777777778,1192766143909548032,39SportsLaw,Lord Dyson of @39EssexChambers chaired the independent panel who determined the charges against #Saracens.    #sportslaw #competition #salarycap #rugby https://t.co/s8y0eFFNpj,2,6,2019-11-08,0,0,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
4422,2019-11-08T00:34:37Z,2019-11-11T09:23:35Z,80.8161111111111,1192601279312252930,sportslawMELB,"#sportslaw let's be blunt, only when the DoJ, the FBI backed by US federal law got involved was there any meaningful investigation of corruption among (then) FIFA Exec Extra territorial reach of Rodchenkov Act will similarly concentrate minds on #doping https://t.co/R08Z2gmfsM",1,0,2019-11-08,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4423,2019-11-08T00:29:37Z,2019-11-11T09:23:35Z,80.8994444444444,1192600023797645312,sportslawMELB,"#sportslaw #doping Sir Craig has left WADA in stronger position than when took over, claims Pound....Discuss....https://t.co/AnPGxCp0Tk",1,1,2019-11-08,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4424,2019-11-08T00:25:45Z,2019-11-11T09:23:35Z,80.9638888888889,1192599049418862592,sportslawMELB,#sportslaw interesting case ongoing in English courts of corruption in football - Football for sale: former Premier League defender tells court he met two 'weird and untrustworthy' agents who urged him to sign for Leeds on £10k a week https://t.co/qIRKUyF6zI via @telegraphnews,1,1,2019-11-08,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4425,2019-11-08T00:22:05Z,2019-11-11T09:23:35Z,81.025,1192598127724781568,sportslawMELB,"#sportslaw A must read: I Was the Fastest Girl in America, Until I Joined Nike
Mary Cain’s male coaches were convinced she had to get “thinner, and thinner, and thinner.” Then her body started breaking down."" https://t.co/Sqh5noFM0D",5,4,2019-11-08,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4426,2019-11-08T00:20:30Z,2019-11-11T09:23:35Z,81.0513888888889,1192597728959684609,sportslawMELB,"#sportslaw Has professional boxing sold its soul forever? There are lots of issues in #boxing - KSI type events are not one of them. Much more important is #doping, financial exploitation of fighters and poor regulation generally https://t.co/YWXgK2KSiW",1,1,2019-11-08,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4427,2019-11-08T00:16:40Z,2019-11-11T09:23:35Z,81.1152777777778,1192596762994692096,sportslawMELB,"#sportslaw #GAA inter-county scene is getting out of hand - country boards going into debt, ESRI report on huge committment needed by players affecting their work and now @gaelicplayers: 50% plus of student intercounty players “regularly feel overwhelmed”; https://t.co/BKq8MNwrsc",1,0,2019-11-08,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4428,2019-11-08T00:03:04Z,2019-11-11T09:23:35Z,81.3419444444444,1192593340887265280,sportslawMELB,#sportslaw Indigenous AFL players considered walkoffs after watching Adam Goodes' documentary https://t.co/U51J4M18Xo via @theage,1,0,2019-11-08,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4432,2019-11-07T23:46:28Z,2019-11-11T09:23:35Z,81.6186111111111,1192589162932666368,sportslawMELB,"#sportslaw two interesting pieces on the Margaret Court #tennis issue (2/2) ""Sorry Margaret, it's your own fault"" Premise of the piece is that she is ""yesterday’s hero"" Kind of misses the point as she holds a record of 24 Grand Slams?  https://t.co/OK7xiTent8 via @theage",1,1,2019-11-07,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4433,2019-11-07T23:39:10Z,2019-11-11T09:23:35Z,81.7402777777778,1192587325601021952,sportslawMELB,"#sportslaw two interesting pieces on the Margaret Court #tennis issue (1/2) ""We need sporting heroes to unite us, not divide us"" Do we? Should sports heroes be seen as societal role models?  https://t.co/0pHZl8BvU4 via @theage",2,1,2019-11-07,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4435,2019-11-07T22:45:10Z,2019-11-11T09:23:35Z,82.6402777777778,1192573734911184896,RoyKessel,Where do we go with college sports?  Read this and let me know which option you thiink is best.  https://t.co/8SgnRUlImf  #SportsLaw #CollegeSports #Football #PayForPlay #Sportsbiz https://t.co/3r50mv5jA4,1,2,2019-11-07,0,0,1,1,1,0,0,1,1,0,0,1,Chicago,USA,North America,Short distance,FALSE
4437,2019-11-07T21:22:53Z,2019-11-11T09:23:35Z,84.0116666666667,1192553030195064836,nisportslaw,Betting patterns could be scrutinised in modified whip case #sportslaw #betting #HorseRacing #gambling  https://t.co/Gl6fAzMtRZ,1,2,2019-11-07,0,0,1,1,1,0,0,1,1,0,0,1,Dublin,IRL,Europe,Short distance,FALSE
4445,2019-11-07T17:53:22Z,2019-11-11T09:23:35Z,87.5036111111111,1192500301187747841,nisportslaw,"Gambling and sport: how bookmakers win in voluntary 'whistle-to-whistle' advert ban 

Interesting article. #gambling #betting #sportslaw #regulation #BookiesNightmare  https://t.co/UrH5ODhtfC",2,1,2019-11-07,0,0,1,1,1,0,0,1,1,0,0,1,Dublin,IRL,Europe,Short distance,FALSE
4447,2019-11-07T16:39:34Z,2019-11-11T09:23:35Z,88.7336111111111,1192481728901849088,WinterSportsLaw,A newly filed federal lawsuit by a former Villanova fball player seeks to have Division I college athletes treated as employees of their universities. The suit draws a parallel between athletes and students who do work-study. #sportslaw #collegesportslaw https://t.co/E3z6eZGFor,3,6,2019-11-07,0,0,1,1,1,0,0,1,1,0,0,1,Kansas City,USA,North America,Short distance,FALSE
4448,2019-11-07T16:21:11Z,2019-11-11T09:23:35Z,89.04,1192477103847071744,EnricRG,"@wada_ama Code which will enter into force on Jan. 1, 2021 will be amended and include considerably lower sanctions for the use of illicit drugs, taken for recreational purposes, such as marijuana and cocaine. #fifa #sportslaw  #WADA #AMA
https://t.co/04AHYy5Q6W https://t.co/DoXmaOBhRR",1,1,2019-11-07,1138.3818830244295,1138.3818830244295,1,1,0,1,0,2,0,1,0,1,Barcelona,ESP,Europe,Short distance,FALSE
4457,2019-11-07T12:34:20Z,2019-11-11T09:23:35Z,92.8208333333333,1192420017368907776,rugbyandthelaw,"As if there hadn’t been enough #sportslaw #rugby news this week already, World Rugby have fined the SRU £70,000 and ordered that they make an apology following the legal threats they made during #RWC2019 regarding Typhoon Hagibis. 

Full analysis to follow
https://t.co/ORe1CZLN1y",4,10,2019-11-07,0,0,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
4459,2019-11-11T01:43:13Z,2019-11-12T07:10:26Z,29.4536111111111,1193705707339575296,sportslawMELB,"#sportslaw issue mentioned in this piece on allegations of #doping in South African #rugby is LGD-4033 &amp; SARMs, Since 2016, USADA has handed out over 40 sanctions for the above, most have been less than 4 yrs, as the source was supplement contamination https://t.co/Gd5F2vgz3y",2,2,2019-11-11,8484.014845262045,16968.02969052409,2,2,1,0,1,3,0.5,0,0.5,2,Melbourne,AUS,Oceania,Long distance,TRUE
4460,2019-11-11T01:27:44Z,2019-11-12T07:10:26Z,29.7116666666667,1193701811544150016,sportslawMELB,#sportslaw Want to run faster? Improve your algorithm - sports data. who owns it? where is it stored? could it be commercially exploited? https://t.co/pjL9ENNGXC,2,3,2019-11-11,8449.179313719244,16898.358627438487,2,2,1,0,1,3,0.5,0,0.5,2,Melbourne,AUS,Oceania,Long distance,TRUE
4461,2019-11-11T01:22:54Z,2019-11-12T07:10:26Z,29.7922222222222,1193700593891569664,sportslawMELB,"#sportslaw Illegal offshore gambling websites to be blocked by Australian internet providers: About $400 million is spent annually by Australians on illegal gambling sites, accounting for around $100 million in lost tax revenue each year. https://t.co/DPJhVTWV8h via @theage",1,2,2019-11-11,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4464,2019-11-10T19:50:50Z,2019-11-12T07:10:26Z,35.3266666666667,1193617029082832896,Akinyemiesq,"In my view, Riyad Mahrez's action is in breach of Law 04 Rule 4 of @TheIFAB's Laws of the Game.

Players (both onfield &amp; substitutes) as well as officials, are generally prohibited from using electronic/communication equipment during a football match.

#LIVMCI #LOTG #SportsLaw https://t.co/AZvwuB3sbG https://t.co/4bvVbButdd",5,4,2019-11-10,3810.9325437149814,3810.9325437149814,1,1,0,1,0,2,0,1,0,1,Lagos,NGA,Africa,Medium distance,TRUE
4465,2019-11-10T17:09:14Z,2019-11-12T07:10:26Z,38.02,1193576360243060736,nisportslaw,"@ftweekend &amp; @ftmoney pick up dip in #gambling shares. This comes after #flutter announce during the week that Paddy Powers 1/3 quarter result 📈over €600m. I spoke about #Flutter around a month ago &amp; their global mergers (esp USA) to create a powerhouse of #betting 

#sportslaw https://t.co/Jyd3wy2w13",1,0,2019-11-10,0,0,1,1,1,0,0,1,1,0,0,1,Dublin,IRL,Europe,Short distance,FALSE
4468,2019-11-10T13:12:40Z,2019-11-12T07:10:26Z,41.9627777777778,1193516825067298816,rugbyandthelaw,"Many are wondering whether clubs like Exeter Chiefs might consider legal action against Saracens, given the salary cap report.

Here I considered the possibility &amp; explain where difficulties would arise. @btsportrugby #gptonight #sportslaw
https://t.co/BbcpI3LzHc",2,9,2019-11-10,0,0,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
4475,2019-11-13T17:57:54Z,2019-11-14T20:29:32Z,26.5272222222222,1194675771731824641,nisportslaw,"The hard work by the @sportslawbar has paid off, can’t wait! 

#sportslaw #Governance 

@TheBarofIreland @TheBarofNI @YoungBarNI @IrishLegalNews @LawInSport https://t.co/lFLwABgFzu",3,13,2019-11-13,0,0,2,2,2,0,0,1,1,0,0,1,Dublin,IRL,Europe,Short distance,FALSE
4477,2019-11-13T17:39:02Z,2019-11-14T20:29:32Z,26.8416666666667,1194671021871312898,LawInSport,"Brazil’s telecom regulator investigates the status of internet (OTT) transmissions (Claro S.A. v Fox)

https://t.co/4npReNTsZ7

#sportslaw https://t.co/okoPdmzlhn",2,1,2019-11-13,9084.665390946197,9226.299810672155,2,2,0,0,2,3,0,0,1,2,London,GBR,Europe,Medium distance,TRUE
4478,2019-11-13T16:55:02Z,2019-11-14T20:29:32Z,27.575,1194659950213107714,nisportslaw,"New board member for online betting firm set up by Seán Quinn. 

#gambling #betting #sportslaw #regulation  https://t.co/3aKNcwIEAz",2,1,2019-11-13,0,0,2,2,2,0,0,1,1,0,0,1,Dublin,IRL,Europe,Short distance,FALSE
4479,2019-11-13T16:35:46Z,2019-11-14T20:29:32Z,27.8961111111111,1194655102637920256,Rach_Somerset,FA sanction now published for Silva’s tweet: An admitted breach of FA Rule E3 leads to one match ban and fine of £50k #sportslaw https://t.co/oQp5Tdn0iB,1,7,2019-11-13,262.16433743995213,262.16433743995213,1,1,1,0,0,1,1,0,0,1,Manchester,GBR,Europe,Short distance,FALSE
4482,2019-11-13T14:46:19Z,2019-11-14T20:29:32Z,29.7202777777778,1194627557984858113,BellverSports,"Nuevo post en la web sobre @FutFemSummit 
👇🏻
https://t.co/Md2Fxpipfs

No te lo pierdas! ⚽️🖌⚽️ #Derechodeportivo #Fútbol #Sportslaw #Fútbolfemenino #Futfem",2,2,2019-11-13,0,0,1,1,1,0,0,1,1,0,0,1,Madrid,ESP,Europe,Short distance,FALSE
4483,2019-11-13T14:35:56Z,2019-11-14T20:29:32Z,29.8933333333333,1194624944832823298,BrabnersLLP,"Great to be at the O2 for the ATP Finals, watching @RafaelNadal v @DaniilMedwed. Proud to be in partnership with @the_LTA #tennisopenedup #sportslaw #NittoATPFinals https://t.co/5rWfK8Euml",7,3,2019-11-13,0,0,1,1,1,0,0,1,1,0,0,1,Manchester,GBR,Europe,Short distance,FALSE
4494,2019-11-13T09:10:01Z,2019-11-14T20:29:32Z,35.3252777777778,1194542924970811392,LawInSport,"The importance of giving clear reasons in sports disciplinary decisions: lessons from the Gerwyn Price decision (Victoria Brown; Reviewed by Kevin Carpenter) 

https://t.co/FtTPDPhZ1D

#sportslaw https://t.co/yoH2mSxItu",1,3,2019-11-13,9226.299810672155,9226.299810672155,1,1,0,0,1,3,0,0,1,1,London,GBR,Europe,Medium distance,TRUE
4495,2019-11-13T09:05:33Z,2019-11-14T20:29:32Z,35.3997222222222,1194541799206985728,MRsportslaw,"Earlier this year, @BritishCycling sanctioned Cameron Jeffers, the first eRacing national champion, for “mechanical doping”. It is an interesting case that highlights the blurred lines between traditional and esport, as explained by Jack Gale. #sportslaw https://t.co/t4fZ1iF7k6",11,18,2019-11-13,1881.246903913813,8943.03097122024,6,5,3,1,1,3,0.6,0.2,0.2,3,London,GBR,Europe,Medium distance,TRUE
4498,2019-11-13T08:38:50Z,2019-11-14T20:29:32Z,35.845,1194535076903751680,nisportslaw,"“The troubling legacy of Britain’s gambling experiment” 

Hard hitting article from the ⁦@FTLifeArts⁩ 

The #laws and #regulations need major reform, especially in NI, were are our #gambling laws date back to the 80s. 

#sportslaw #hiddenepidemic  https://t.co/ugMxQOXQyT",1,0,2019-11-13,0,0,1,1,1,0,0,1,1,0,0,1,Dublin,IRL,Europe,Short distance,FALSE
4500,2019-11-13T07:37:48Z,2019-11-14T20:29:32Z,36.8622222222222,1194519716393472002,sportslawMELB,"#sportslaw good luck to new Galway #GAA hurling manager Shane O’Neill, another @ULSchoolofLaw grad. did a great job with his club &amp; no doubt will be good for Galway too - below concerns are misplaced - hopefully, for Limerick’s sake, not too good a job...https://t.co/e6f54pd5hp",1,1,2019-11-13,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4503,2019-11-13T04:00:20Z,2019-11-14T20:29:32Z,40.4866666666667,1194464989202939906,sportslawMELB,#sportslaw Cheating in sport #baseball Astros used electronic equipment to read signals by opposition https://t.co/8VNMn7Vf2o,1,0,2019-11-13,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4509,2019-11-13T00:22:03Z,2019-11-14T20:29:32Z,44.1247222222222,1194410057259081728,sportslawMELB,"reviewing #sportslaw cases in Australia in 2019 e.g., interesting defamation case – imputation that doctor incompetently allowed boxer to continue fighting despite the fact that he suffered bleeding on the brain�O'Neill v Fairfax Media [2019] NSWSC 655 https://t.co/0TyYU4jcvk",2,2,2019-11-13,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4510,2019-11-13T00:18:59Z,2019-11-14T20:29:32Z,44.1758333333333,1194409287319089153,sportslawMELB,"#sportslaw reviewing Australian sports law cases from 2019 - see here v interesting tort case on liability for a ""spear-tackle""in rugby league �Dickson v Northern Lakes Rugby League Sport  https://t.co/s6qvCQrnCg #austlii via @austlii",2,1,2019-11-13,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4511,2019-11-13T00:14:42Z,2019-11-14T20:29:32Z,44.2472222222222,1194408209521332225,sportslawMELB,"#sportslaw the $2m dollar edible: Miami Heat suspend Dion Waiters for 10 games; panic attack on flight after consuming THC-infused edible; suspension will cost Waiters $834,483 in forfeited salary and $1.2 million appearance bonus https://t.co/uvFsfQIKCp",1,0,2019-11-13,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4512,2019-11-12T23:55:41Z,2019-11-14T20:29:32Z,44.5641666666667,1194403423346520064,sportslawMELB,#sportslaw Kick It Out chairman Sanjay Bhandari subjected to racist abuse within minutes of his appointment being made public https://t.co/rXorySIcNe via @telefootball,2,0,2019-11-12,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4513,2019-11-12T23:48:13Z,2019-11-14T20:29:32Z,44.6886111111111,1194401543383965696,sportslawMELB,"#sportslaw good luck to Jordan Lee, and good piece as ever by @Cathal_Dennehy  'Everybody started pointing. As a five-year-old that can be hard to take' - Paralympian's inspirational rise  https://t.co/PWIxPShmNp",1,1,2019-11-12,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4514,2019-11-12T23:44:06Z,2019-11-14T20:29:32Z,44.7572222222222,1194400505352482816,sportslawMELB,"#sportslaw the intergrity of racing (animal welfare to betting patterns) have been a big issue lately in Australia and in UK as well e.g., BHA disciplinary panel papers over the cracks in Danny Brock whip case https://t.co/nWbAf1wLZ6",3,2,2019-11-12,8606.58012227676,17213.16024455352,2,2,1,0,1,3,0.5,0,0.5,2,Melbourne,AUS,Oceania,Long distance,TRUE
4515,2019-11-12T23:40:50Z,2019-11-14T20:29:32Z,44.8116666666667,1194399686750113794,sportslawMELB,"#sportslaw #doping extraordinary day at Freeman tribunal. Shane Sutton disappears &amp; will now play the role of Banquo's Ghost. Examination of the role of sports physicians often gives the most insightful angle on a sport's practices eg, Dr. Michele Ferrari https://t.co/LRY4UHJQE6",1,0,2019-11-12,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4516,2019-11-12T23:25:47Z,2019-11-14T20:29:32Z,45.0625,1194395896324096000,sportslawMELB,#sportslaw player misbehaviour: the NRL's annus horribilis: 'I'm frustrated': Emotional Greenberg fed up of negative headlines #NRL https://t.co/SzHKuxhsVO via @smh,1,0,2019-11-12,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4517,2019-11-12T23:23:28Z,2019-11-14T20:29:32Z,45.1011111111111,1194395313261273088,sportslawMELB,#sportslaw #concussion Wallabies prop Smith retires due to concussion issues https://t.co/8wDiARGP1N via @theage,2,0,2019-11-12,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4518,2019-11-12T23:22:36Z,2019-11-14T20:29:32Z,45.1155555555556,1194395096482893824,sportslawMELB,"#sportslaw Essendon coach John Worsfold says Conor McKenna took a big risk by playing Gaelic football in Ireland, McKenna played for his local club Eglish in Tyrone. Jeez, everyone has it in for Tyrone football...https://t.co/QOg7PhmnnX via @theage",1,1,2019-11-12,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
4523,2019-11-12T18:16:01Z,2019-11-14T20:29:32Z,50.2252777777778,1194317943494066180,LawInSport,"The importance of giving clear reasons in sports disciplinary decisions: lessons from the Gerwyn Price decision. 

https://t.co/FtTPDPhZ1D

#sportslaw https://t.co/jQgc4oj8bM",3,10,2019-11-12,0,0,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
4530,2019-11-12T13:46:14Z,2019-11-14T20:29:32Z,54.7216666666667,1194250050249072646,MadalinaDiacon8,"Yet another country, Sri Lanka, criminalises #match-fixing. The new Act will become law in ten days.
#sportsintegrity #sportslaw 
https://t.co/Pudl3NXv2w",4,8,2019-11-12,307.62694574858926,615.2538914971785,2,2,1,1,0,2,0.5,0.5,0,2,Zurich,CHE,Europe,Short distance,FALSE
4531,2019-11-12T13:36:06Z,2019-11-14T20:29:32Z,54.8905555555556,1194247497176289281,39SportsLaw,First public hearing at CAS - worth tuning in on Friday #openjustice #sportslaw - see below for the link https://t.co/VcFLG7EVP7,1,1,2019-11-12,162.98168054347738,162.98168054347738,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
4532,2019-11-12T13:29:15Z,2019-11-14T20:29:32Z,55.0047222222222,1194245776102297601,spcott,Thanks to @onsidelaw for a great breakfast event this morning. Well done to all the team. #sportslaw https://t.co/eJyOCiMda7,1,5,2019-11-12,0,0,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
4533,2019-11-12T13:27:54Z,2019-11-14T20:29:32Z,55.0272222222222,1194245437588484096,alexbro2525,"Top morning at the @onsidelaw “Trials &amp; Tribulations of 3 World Cups” seminar, insight from @karenjcarney, @clarebalding, @steveelworthy, @alangilpin2 and @tomosgrace, spine-tingling vid by @kmclags and lots of new and more familiar faces #sportslaw #onsidebreakfast #WorldCup2019 https://t.co/OfHmQnnU8j",1,2,2019-11-12,0,0,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
4535,2019-11-12T10:59:28Z,2019-11-14T20:29:32Z,57.5011111111111,1194208080340422658,sportslawbar,"The very first #CAS public hearing will take place this Friday, a big day for #sportslaw @TheBarofIreland @TheBarofNI

CAS PUBLIC HEARING:

WADA v SUN YANG &amp; FINA

To watch it live, follow the instructions here:

👇🏼

https://t.co/FiQZf8N5dr… 

#CAS #sportslaw #antidoping",3,6,2019-11-12,0,0,2,2,2,0,0,1,1,0,0,1,Dublin,IRL,Europe,Short distance,FALSE
4536,2019-11-12T10:53:58Z,2019-11-14T20:29:32Z,57.5927777777778,1194206696329162753,nisportslaw,#Gambling firms criticised for 'enticing' loss-making customers. Interesting piece in the ⁦@guardian⁩ a subject ⁦@BBCPanorama⁩ covered months back It isn’t a fair fight. New #laws &amp; #regulations needed urgently ⁦@HLGamblingCom⁩ #sportslaw https://t.co/aVYn22Nh4c,2,3,2019-11-12,0,0,2,2,2,0,0,1,1,0,0,1,Dublin,IRL,Europe,Short distance,FALSE
4537,2019-11-12T10:50:48Z,2019-11-14T20:29:32Z,57.6455555555556,1194205900799647745,nisportslaw,"'I'm broken, fix me. Tell me how I stop gambling' 

#gambling #betting #regulation #law #sportslaw  https://t.co/2S0NZoNIEi",1,0,2019-11-12,0,0,1,1,1,0,0,1,1,0,0,1,Dublin,IRL,Europe,Short distance,FALSE
4538,2019-11-12T10:48:42Z,2019-11-14T20:29:32Z,57.6805555555556,1194205370853609472,nisportslaw,"Assistant trainers, stable staff arrested by ICAC in illegal #gambling scandal #sportslaw  https://t.co/oi1R1wtiLY",4,2,2019-11-12,1687.7436259827464,5063.230877948239,3,3,2,0,1,3,0.6666666666666666,0,0.3333333333333333,2,Dublin,IRL,Europe,Medium distance,TRUE
4540,2019-11-12T09:21:34Z,2019-11-14T20:29:32Z,59.1327777777778,1194183443783004160,JamesTobias1,Looking forward to a fascinating morning at the annual @onsidelaw x @GoogleUK breakfast event with some amazing guests and industry leaders to discuss the three major World Cups of 2019 (🏉🏏⚽️) #SportsLaw #SportsBiz https://t.co/G6HMN5xwNe,1,1,2019-11-12,0,0,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
4542,2019-11-12T08:37:01Z,2019-11-14T20:29:32Z,59.8752777777778,1194172232987226112,LawTop20,"The very first #CAS public hearing will take place this Friday:
CAS PUBLIC HEARING – WADA V. SUN YANG &amp; FINA
To register and watch it live, follow the instructions here:
https://t.co/R5zmykjake 
#CAS #sportslaw #antidoping",9,10,2019-11-12,1689.9352506791301,5022.6302842509385,3,3,2,0,1,3,0.6666666666666666,0,0.3333333333333333,2,Manchester,GBR,Europe,Medium distance,TRUE
4543,2019-11-12T08:33:50Z,2019-11-14T20:29:32Z,59.9283333333333,1194171431837409280,LawTop20,"The Court of Arbitration for Sport (CAS) has registered the appeals filed by Mr. Alberto Salazar and Dr. Jeffrey Brown against the United States Anti-Doping Agency
(USADA).
#CAS #sportslaw #antidoping",3,1,2019-11-12,103.11326840880136,262.16433743995213,3,3,3,0,0,1,1,0,0,1,Manchester,GBR,Europe,Short distance,FALSE
4547,2019-11-12T05:40:10Z,2019-11-14T20:29:32Z,62.8227777777778,1194127726770212864,sportslawMELB,#sportslaw data is sport; sport is data: How Liverpool employ missile-tracking technology to recruit players and used a mathematical model to hire Jurgen Klopp https://t.co/jhgtuzmJL8 via @telefootball,1,0,2019-11-12,0,0,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
